Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("` ").transformedBy(ExpressionBuilder.columnNamesWithPrefix("? AS ")).of(keyColumns`nonKeyColumns);" is 132.,244
jdbc-connector-for-apache-kafka-master,io.aiven.connect.jdbc.dialect,SybaseDatabaseDialect,buildUpsertQueryStatement,Long Statement,The length of the statement "builder.appendList().delimitedBy("`").transformedBy(ExpressionBuilder.columnNamesWithPrefix("incoming.")).of(nonKeyColumns`keyColumns);" is 135.,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,AbstractIT,setupKafka,Magic Number,The method contains a magic number: 4,105
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,AbstractIT,createConsumer,Long Statement,The length of the statement "consumerProps.put(ConsumerConfig.VALUE_DESERIALIZER_CLASS_CONFIG`"io.confluent.kafka.serializers.KafkaAvroDeserializer");" is 121.,133
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,SchemaRegistryContainer,SchemaRegistryContainer,Long Statement,The length of the statement "withEnv("SCHEMA_REGISTRY_KAFKASTORE_BOOTSTRAP_SERVERS"`String.format("PLAINTEXT://%s:%s"`kafka.getNetworkAliases().get(0)`9092));" is 129.,30
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,SchemaRegistryContainer,SchemaRegistryContainer,Magic Number,The method contains a magic number: 6,30
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,SchemaRegistryContainer,SchemaRegistryContainer,Magic Number,The method contains a magic number: 9092,30
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,ConnectRunner,start,Long Statement,The length of the statement "final Map<String`String> workerProps=Map.of("bootstrap.servers"`bootstrapServers`"offset.flush.interval.ms"`Integer.toString(5000)`"key.converter"`"org.apache.kafka.connect.converters.ByteArrayConverter"`"value.converter"`"org.apache.kafka.connect.converters.ByteArrayConverter"`"internal.key.converter"`"org.apache.kafka.connect.json.JsonConverter"`"internal.key.converter.schemas.enable"`"false"`"internal.value.converter"`"org.apache.kafka.connect.json.JsonConverter"`"internal.value.converter.schemas.enable"`"false"`"offset.storage.file.filename"`""`"plugin.path"`pluginDir.toString());" is 591.,57
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc,ConnectRunner,start,Magic Number,The method contains a magic number: 5000,57
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,AbstractOracleIT,executeSqlStatement,Long Statement,The length of the statement "try (final Connection connection=getDatasource().getConnection();final Statement statement=connection.createStatement()){" is 121.,43
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,AbstractOracleIT,getDatasource,Magic Number,The method contains a magic number: 1521,50
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testSinkConnector,Magic Number,The method contains a magic number: 20,134
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testSinkConnector,Magic Number,The method contains a magic number: 5,134
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testSinkWithPKModeRecordKeyConnector,Magic Number,The method contains a magic number: 20,153
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testSinkWithPKModeRecordKeyConnector,Magic Number,The method contains a magic number: 5,153
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testSinkConnectorInDeleteMode,Magic Number,The method contains a magic number: 20,172
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testSinkConnectorInDeleteMode,Magic Number,The method contains a magic number: 5,172
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testMultiInsertInDeleteMode,Long Statement,The length of the statement "assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).column("ID").value().isEqualTo("0").value().isEqualTo("1").value().isEqualTo("2").value().isEqualTo("3").value().isEqualTo("4");" is 183.,191
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testMultiInsertInDeleteMode,Magic Number,The method contains a magic number: 5,191
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testMultiInsertInDeleteMode,Magic Number,The method contains a magic number: 20,191
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testMultiInsertInDeleteMode,Magic Number,The method contains a magic number: 5,191
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyInsertIT,testMultiInsertInDeleteMode,Magic Number,The method contains a magic number: 5,191
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Long Statement,The length of the statement "assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).column("ID").value().isEqualTo("0").value().isEqualTo("1").value().isEqualTo("2");" is 137.,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 3,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 20,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 5,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 3,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 20,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 5,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecord,Magic Number,The method contains a magic number: 2,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testWithJustTombstoneRecordInInsertMode,Magic Number,The method contains a magic number: 2,179
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testWithJustTombstoneRecordInInsertMode,Magic Number,The method contains a magic number: 5_000,179
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Long Statement,The length of the statement "assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).column("ID").value().isEqualTo("0").value().isEqualTo("1").value().isEqualTo("2").value().isEqualTo("3").value().isEqualTo("4");" is 183.,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Long Statement,The length of the statement "assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).column("ID").value().isEqualTo("1").value().isEqualTo("2").value().isEqualTo("3").value().isEqualTo("4");" is 160.,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 5,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 20,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 5,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 5,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 20,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 5,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testDeleteTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 4,194
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testWithJustTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 2,228
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testWithJustTombstoneRecordWithMultiMode,Magic Number,The method contains a magic number: 5_000,228
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testMixTombstoneRecordsWithMultiMode,Long Statement,The length of the statement "assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).column("ID").value().isEqualTo("2").value().isEqualTo("3").value().isEqualTo("4");" is 137.,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testMixTombstoneRecordsWithMultiMode,Magic Number,The method contains a magic number: 5,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testMixTombstoneRecordsWithMultiMode,Magic Number,The method contains a magic number: 2,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testMixTombstoneRecordsWithMultiMode,Magic Number,The method contains a magic number: 20,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testMixTombstoneRecordsWithMultiMode,Magic Number,The method contains a magic number: 5,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.oracle,VerifyDeleteIT,testMixTombstoneRecordsWithMultiMode,Magic Number,The method contains a magic number: 3,244
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDelivery,Long Statement,The length of the statement "await().atMost(Duration.ofSeconds(15)).pollInterval(Duration.ofMillis(100)).untilAsserted(() -> assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).hasNumberOfRows(1000));" is 174.,72
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDelivery,Magic Number,The method contains a magic number: 1000,72
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDelivery,Magic Number,The method contains a magic number: 15,72
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDelivery,Magic Number,The method contains a magic number: 100,72
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDelivery,Magic Number,The method contains a magic number: 1000,72
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDeliveryForPartitionedTable,Long Statement,The length of the statement "await().atMost(Duration.ofSeconds(15)).pollInterval(Duration.ofMillis(100)).untilAsserted(() -> assertThat(new Table(getDatasource()`TEST_TOPIC_NAME)).hasNumberOfRows(1000));" is 174.,83
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDeliveryForPartitionedTable,Magic Number,The method contains a magic number: 1000,83
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDeliveryForPartitionedTable,Magic Number,The method contains a magic number: 15,83
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDeliveryForPartitionedTable,Magic Number,The method contains a magic number: 100,83
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,PartitionedTableIntegrationTest,testBasicDeliveryForPartitionedTable,Magic Number,The method contains a magic number: 1000,83
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testSingleTable,Magic Number,The method contains a magic number: 10,65
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testSingleTable,Magic Number,The method contains a magic number: 100,65
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 5,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 100,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 5,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 5,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 100,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 5,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 100,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,testMultipleTables,Magic Number,The method contains a magic number: 5,104
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,UnqualifiedTableNamesIntegrationTest,assertSingleNewRecordProduced,Long Statement,The length of the statement "assertEquals(expectedFieldNames`actualFieldNames`"Records produced by the connector do not have a schema that matches " + " the schema of the table it should have read from");" is 175.,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,VerifyInsertIT,testSinkConnector,Magic Number,The method contains a magic number: 20,133
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,VerifyInsertIT,testSinkConnector,Magic Number,The method contains a magic number: 5,133
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,VerifyInsertIT,testSinkWithPKModeRecordKeyConnector,Magic Number,The method contains a magic number: 20,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,VerifyInsertIT,testSinkWithPKModeRecordKeyConnector,Magic Number,The method contains a magic number: 5,152
jdbc-connector-for-apache-kafka-master,io.aiven.kafka.connect.jdbc.postgres,VerifyInsertIT,testSinkConnectorInDeleteMode,Magic Number,The method contains a magic number: 20,171
